"Epoch","Total Count","Correct Count","Correct Percentage","Total Loss","Average Loss","Time"
"1","44992","4055","0.09012713371266003","2773.749870300293","0.06164984597929172","43.08467769622803"
"2","44992","8576","0.1906116642958748","2329.7443981170654","0.05178130330096607","43.248220920562744"
"3","44992","12945","0.2877178165007112","1955.4498000144958","0.04346216660771906","42.948145389556885"
"4","44992","16746","0.37219950213371267","1660.9110044240952","0.03691569622208604","43.033504486083984"
"5","44992","19026","0.4228751778093883","1493.8153260946274","0.03320179867742326","42.651350259780884"
"6","44992","20795","0.4621932788051209","1380.9918857812881","0.030694165313417676","42.66533970832825"
"7","44992","21920","0.4871977240398293","1303.8501768112183","0.028979600302525298","42.633317947387695"
"8","44992","22719","0.5049564366998578","1246.5415037870407","0.027705847790430314","42.779417753219604"
"9","44992","23425","0.5206481152204836","1207.7459619045258","0.02684357134389504","43.25634741783142"
"10","44992","24048","0.5344950213371266","1173.092649936676","0.026073360818293832","42.655091762542725"
"11","44992","24577","0.546252667140825","1140.3865631818771","0.025346429658203173","43.38068413734436"
"12","44992","24783","0.5508312588904695","1121.825741648674","0.024933893617724797","43.383575201034546"
"13","44992","25238","0.5609441678520626","1096.052579164505","0.024361054835626443","43.365700483322144"
"14","44992","25448","0.5656116642958748","1081.4352419376373","0.024036167361700687","42.91562032699585"
"15","44992","25682","0.5708125889046942","1068.5535500645638","0.02374985664261566","42.834569692611694"
"16","44992","26010","0.578102773826458","1042.9545398950577","0.02318088860008574","43.067415952682495"
"17","44992","26170","0.5816589615931721","1032.0942268371582","0.022939505397340822","43.36319303512573"
"18","44992","26315","0.5848817567567568","1026.9817910194397","0.02282587551163406","43.26586699485779"
"19","44992","26589","0.5909717283072546","1011.9179530739784","0.02249106403525023","42.84489893913269"
"20","44992","26649","0.5923052987197724","1003.3383532762527","0.02230037236122539","42.825761795043945"
"21","44992","26916","0.5982396870554765","991.9099315404892","0.022046362276415567","42.831095457077026"
"22","44992","26947","0.5989286984352774","992.521755874157","0.022059960790232862","42.84399700164795"
"23","44992","26965","0.5993287695590327","987.9824948906898","0.021959070387862063","43.056705951690674"
"24","44992","27250","0.6056632290184921","974.5851373672485","0.021661298394542332","42.80051898956299"
"25","44992","27291","0.6065745021337127","966.7710128426552","0.021487620306780208","42.75787830352783"
"26","44992","27383","0.6086193100995733","964.7201397418976","0.02144203724533023","43.13665175437927"
"27","44992","27313","0.6070634779516358","964.3949741721153","0.021434810058946374","43.4860405921936"
"28","44992","27460","0.6103307254623044","955.7218251228333","0.02124203914302172","43.16126227378845"
"29","44992","27562","0.6125977951635846","946.2058777213097","0.021030536044659265","43.88741445541382"
"30","44992","27588","0.6131756756756757","945.6455481052399","0.021018082061371797","44.28132510185242"
"31","44992","27546","0.6122421763869133","939.2131479382515","0.02087511441896896","43.9225594997406"
"32","44992","27727","0.6162651137980085","935.6934307217598","0.020796884573296582","42.93215751647949"
"33","44992","27848","0.6189544807965861","936.1771876215935","0.020807636638104407","43.388068437576294"
"34","44992","27846","0.6189100284495022","933.1982161402702","0.020741425500983957","43.51455879211426"
"35","44992","27915","0.6204436344238976","924.5536237955093","0.020549289291329778","43.50371074676514"
"36","44992","27922","0.6205992176386913","926.6777277588844","0.020596499994640922","42.74568748474121"
"37","44992","28005","0.6224439900426743","925.0642988681793","0.020560639644118493","43.28424000740051"
"38","44992","28127","0.6251555832147937","919.3622685670853","0.020433905329104846","43.40089750289917"
"39","44992","28062","0.6237108819345661","922.0655537247658","0.020493989014152867","43.39775538444519"
