"Epoch","Total Count","Correct Count","Correct Percentage","Total Loss","Average Loss","Time"
"1","44928","4549","0.10125089031339031","1351.637374162674","0.03008452132662647","35.571045875549316"
"2","44928","9654","0.21487713675213677","1115.9747173786163","0.024839180853334586","35.36554408073425"
"3","44928","14111","0.31408030626780625","935.5740849971771","0.020823853387579618","35.42206907272339"
"4","44928","17585","0.3914040242165242","796.076127409935","0.01771893089854734","35.53210759162903"
"5","44928","20301","0.4518563034188034","698.8634210824966","0.015555186544749302","35.69051671028137"
"6","44928","22358","0.49764066951566954","634.4508119821548","0.014121501335072891","35.62626838684082"
"7","44928","23766","0.5289797008547008","585.5368503332138","0.013032782459339694","35.611748456954956"
"8","44928","24860","0.5533297720797721","548.2750812768936","0.01220341616089952","35.46250009536743"
"9","44928","25932","0.5771901709401709","519.0847284793854","0.011553702111809682","35.427552938461304"
"10","44928","26898","0.5986912393162394","490.4756329059601","0.010916925589965279","35.432129859924316"
"11","44928","27595","0.6142049501424501","470.28366899490356","0.01046749619379682","35.47917056083679"
"12","44928","28225","0.628227386039886","452.6800832748413","0.010075678491694296","35.525559425354004"
"13","44928","28564","0.635772792022792","436.4344772696495","0.009714086477689848","35.516653299331665"
"14","44928","28915","0.643585292022792","427.1931960582733","0.009508395567536354","35.46614098548889"
"15","44928","29249","0.6510194088319088","416.6834465265274","0.009274471299112522","35.44465470314026"
"16","44928","29579","0.6583644943019943","409.32588732242584","0.009110707962126643","35.47018837928772"
"17","44928","29757","0.6623263888888888","401.57907700538635","0.00893828073818969","35.47441005706787"
"18","44928","30014","0.6680466524216524","396.14070677757263","0.008817234392307083","35.48948526382446"
"19","44928","30212","0.6724537037037037","387.7586300969124","0.008630667514621448","35.54221272468567"
"20","44928","30409","0.6768384971509972","383.0481255054474","0.008525821881798597","35.51815319061279"
"21","44928","30760","0.6846509971509972","375.8456680178642","0.008365510773189642","35.47352385520935"
"22","44928","30636","0.6818910256410257","375.95715326070786","0.008367992193302792","35.43873715400696"
"23","44928","30910","0.6879896723646723","366.75964510440826","0.008163275576576038","35.44093441963196"
"24","44928","30959","0.6890803062678063","366.81496769189835","0.008164506937586769","35.50635504722595"
"25","44928","31016","0.6903490028490028","363.63111609220505","0.008093641294787327","35.44882917404175"
"26","44928","31329","0.6973157051282052","356.8291309475899","0.007942243833413236","35.460161447525024"
"27","44928","31336","0.69747150997151","355.76596784591675","0.007918580124775568","35.47842288017273"
"28","44928","31590","0.703125","350.12311828136444","0.007792982511604443","35.51868915557861"
"29","44928","31582","0.7029469373219374","347.61379820108414","0.007737130479903048","35.440876722335815"
"30","44928","31669","0.7048833689458689","347.5192141532898","0.007735025243796515","35.49007725715637"
"31","44928","31925","0.7105813746438746","342.0786879658699","0.0076139309109212495","35.43488121032715"
"32","44928","31982","0.7118500712250713","338.718921482563","0.007539149783710893","35.496126651763916"
"33","44928","32013","0.7125400641025641","335.1872772574425","0.007460543030124699","35.502710580825806"
"34","44928","32151","0.7156116452991453","335.05951112508774","0.0074576992326631","35.42647409439087"
"35","44928","32126","0.7150551994301995","334.6973211169243","0.007449637667310459","35.46737885475159"
"36","44928","32203","0.7167690527065527","330.03911715745926","0.007345956133312395","35.46783471107483"
"37","44928","32347","0.7199741809116809","325.9576987028122","0.007255112595771283","35.48530673980713"
"38","44928","32448","0.7222222222222222","326.3325412273407","0.0072634557787424475","35.52221345901489"
"39","44928","32553","0.7245592948717948","323.3196126818657","0.007196394513040102","35.51144480705261"
"40","44928","32516","0.7237357549857549","322.6608663201332","0.007181732245373335","35.455968141555786"
"41","44928","32583","0.7252270299145299","320.54412364959717","0.007134618136787686","35.410414934158325"
"42","44928","32669","0.7271412037037037","317.8871006369591","0.007075478557624623","35.478854179382324"
"43","44928","32846","0.7310808404558404","314.4938042163849","0.006999951126611131","35.45625305175781"
"44","44928","32879","0.7318153490028491","311.25786650180817","0.006927926159673437","35.47203779220581"
"45","44928","32943","0.7332398504273504","312.29485207796097","0.006951007213273704","35.42557907104492"
"46","44928","32960","0.7336182336182336","310.22969549894333","0.006905041299388874","35.47016167640686"
"47","44928","32954","0.7334846866096866","308.9303195476532","0.006876120004176754","35.50805902481079"
"48","44928","33140","0.7376246438746439","306.0457485318184","0.006811915699159063","35.46137762069702"
"49","44928","33151","0.73786948005698","306.1595320701599","0.006814448274353631","35.50443720817566"
"50","44928","33182","0.7385594729344729","302.9558563232422","0.006743141388961053","35.504342794418335"
"51","44928","33356","0.7424323361823362","300.033312022686","0.006678091880846821","35.425042152404785"
"52","44928","33256","0.7402065527065527","300.2385223507881","0.00668265941842032","35.450767517089844"
"53","44928","33173","0.7383591524216524","300.8428246676922","0.006696109879533747","35.45033860206604"
"54","44928","33488","0.7453703703703703","296.13304579257965","0.006591280399585551","35.67245388031006"
"55","44928","33562","0.7470174501424501","294.2446027994156","0.006549247747494115","35.72371554374695"
"56","44928","33485","0.7453035968660968","296.43134158849716","0.00659791981812004","35.61895966529846"
"57","44928","33494","0.7455039173789174","295.5234368443489","0.006577711824348934","35.514472246170044"
"58","44928","33717","0.7504674145299145","290.54374837875366","0.006466874741336219","35.43102216720581"
"59","44928","33840","0.7532051282051282","288.5008532702923","0.006421404319584497","35.43363308906555"
"60","44928","33786","0.7520032051282052","289.0891931653023","0.006434499491749071","35.436524868011475"
"61","44928","33753","0.7512686965811965","289.38922396302223","0.006441177527666983","35.433005571365356"
"62","44928","33768","0.7516025641025641","287.7378413081169","0.006404421325412146","35.44790863990784"
"63","44928","33921","0.7550080128205128","285.32995253801346","0.006350826935051937","35.463552474975586"
"64","44928","33983","0.7563879985754985","284.5872710645199","0.006334296453537213","35.42358469963074"
"65","44928","34015","0.7571002492877493","278.5399281978607","0.006199695695287142","35.43053102493286"
"66","44928","34081","0.7585692663817664","279.51886266469955","0.00622148465688879","35.459959268569946"
"67","44928","33900","0.7545405982905983","284.6527882516384","0.006335754724261895","35.51099967956543"
"68","44928","34070","0.7583244301994302","278.53680711984634","0.006199626226848432","35.464744567871094"
